time_id	year	month	day	hour	minute	second	quarter	season	is_weekend
561	2089	7	7	9	21	2	NULL	NULL	
562	1923	6	2	6	18	54	Q2	Summer	true
563	1962	7	13	9	38	18	Q2	Winter	
564	1916	11	15	10	40	45	Q4	NULL	
565	2086	1	12	3	13	36	NULL	Fall	false
566	1908	8	5	5	55	25	Q1	Winter	true
567	2069	1	13	9	55	18	NULL	Spring	true
568	1979	6	11	13	43	50	Q4	NULL	false
569	2019	6	27	9	17	54	Q4	Winter	false
570	1971	4	15	14	56	58	Q2	Winter	false
571	1946	5	2	14	44	54	Q1	Fall	false
572	2086	1	9	21	51	22	NULL	Winter	false
573	1981	9	5	18	8	20	Q1	Spring	false
574	2092	4	17	17	1	55	Q3	Spring	true
575	1939	4	13	8	55	30	Q1	NULL	true
576	2019	6	6	11	1	0	Q4	Summer	false
577	2059	3	18	20	51	28	Q3	NULL	true
578	1971	7	25	1	5	3	NULL	Winter	true
579	2071	8	4	14	54	6	Q1	Spring	true
580	2040	7	12	21	40	37	Q4	Winter	true
581	2019	6	25	18	19	7	NULL	Winter	true
582	2030	3	18	1	1	45	Q4	NULL	true
583	1991	11	27	23	59	26	Q2	Fall	true
584	1910	2	6	7	49	59	Q4	Summer	true
585	1952	3	18	19	48	51	Q3	Summer	false
586	2083	8	5	14	12	40	Q4	Summer	
587	1958	4	4	6	39	8	NULL	Fall	false
588	2058	10	29	4	59	32	Q4	NULL	false
589	1956	7	12	3	15	12	Q1	Spring	
590	1984	2	5	22	22	37	Q2	Spring	false
591	1929	11	10	1	40	19	Q1	Spring	false
592	1906	3	12	12	14	39	Q2	Winter	true
593	1994	3	3	1	42	40	Q3	Spring	true
594	1952	11	12	9	2	48	Q4	Summer	true
595	1939	9	12	9	34	45	NULL	Fall	true
596	2066	8	27	4	57	39	NULL	Summer	
597	2004	9	22	5	50	14	Q3	Spring	false
598	1980	12	6	12	23	51	Q2	Fall	false
599	2093	4	29	0	19	7	Q1	Spring	
600	2074	6	20	18	17	28	NULL	Fall	true
601	1902	2	29	17	1	21	NULL	Spring	false
602	2050	5	6	2	27	58	NULL	Spring	true
603	1976	9	17	8	55	0	Q1	NULL	false
604	1959	1	27	18	50	11	Q1	Fall	false
605	2022	4	18	18	13	55	Q1	Spring	false
606	1913	3	23	19	52	22	Q2	Summer	true
607	1920	7	22	12	21	28	NULL	Spring	false
608	2036	2	20	20	22	56	Q3	NULL	true
609	1934	6	31	12	28	25	Q3	Summer	true
610	1972	7	16	14	48	58	Q4	NULL	false
611	1959	3	22	16	44	18	Q2	NULL	
612	1957	8	6	5	55	42	NULL	Spring	true
613	1970	8	19	4	24	9	NULL	Winter	true
614	2054	2	1	0	26	10	Q2	NULL	true
615	2058	3	2	4	24	38	Q1	Fall	false
616	2046	5	17	7	32	28	Q2	Summer	false
617	1975	1	23	22	46	52	Q4	NULL	false
618	1976	2	12	6	7	58	NULL	Summer	false
619	1906	6	24	6	8	39	Q4	Fall	
620	2100	10	21	21	43	2	Q2	Spring	true
621	2081	8	30	0	17	1	Q4	Spring	true
622	2062	4	29	16	29	4	NULL	Spring	false
623	1943	6	11	1	5	6	NULL	Summer	false
624	2054	9	11	17	19	7	Q1	NULL	false
625	2000	8	6	6	25	23	Q1	Summer	false
626	2065	10	29	15	57	2	Q4	Spring	true
627	2044	7	19	13	5	18	Q2	Spring	true
628	2040	10	21	12	25	39	Q2	Summer	true
629	1981	12	3	22	38	6	Q4	Spring	
630	1933	6	1	6	25	54	Q4	Fall	
631	1947	1	22	22	29	12	Q4	Winter	
632	2021	11	5	11	32	21	Q1	Summer	false
633	1965	6	26	12	49	1	Q2	NULL	true
634	1927	12	7	11	14	22	Q1	Summer	false
635	2023	7	13	20	14	42	Q4	Spring	false
636	2078	3	19	2	28	47	NULL	Fall	true
637	2025	3	14	16	19	57	Q2	Summer	false
638	1988	4	14	20	54	18	NULL	NULL	false
639	1911	8	26	12	3	4	Q2	Fall	true
640	2039	10	27	14	50	49	NULL	Winter	true
641	2005	12	9	3	45	26	Q3	Summer	false
642	1926	8	15	9	51	55	Q1	Fall	false
643	1909	2	18	5	39	38	Q4	Spring	true
644	1980	5	21	0	3	53	Q1	Fall	true
645	2000	5	5	20	17	2	Q4	Spring	true
646	2018	1	15	0	21	16	Q1	Fall	false
647	2000	12	25	17	24	2	Q4	Summer	true
648	1994	9	20	16	2	8	Q4	Fall	true
649	2095	5	7	21	12	5	Q1	Winter	true
650	1945	10	1	7	20	50	Q1	Winter	true
651	1928	10	29	17	46	58	Q1	NULL	false
652	1914	12	28	16	59	21	Q3	NULL	false
653	1901	3	6	7	45	53	Q1	Spring	false
654	1953	7	21	0	43	27	Q3	Winter	true
655	2068	9	31	3	18	20	NULL	NULL	false
656	2087	9	1	10	39	45	Q3	Winter	true
657	2077	12	28	22	4	23	Q3	Winter	true
658	1922	5	15	20	48	8	Q4	Spring	true
659	1902	9	13	6	42	22	Q3	Winter	true
660	1930	11	27	7	59	46	Q4	Summer	true
661	2019	11	1	5	15	20	Q3	Summer	true
662	1902	2	4	12	50	0	Q3	Spring	true
663	1914	12	3	3	59	35	Q4	Spring	false
664	1965	5	11	22	33	5	Q3	Fall	true
665	1985	1	2	8	35	20	Q2	Fall	false
666	2030	9	3	11	55	48	Q1	Winter	false
667	2069	7	15	18	12	18	Q4	Summer	false
668	2094	4	4	8	0	10	Q1	NULL	false
669	1947	1	1	10	15	49	Q1	Spring	true
670	2060	8	3	11	20	1	Q4	NULL	false
671	1938	6	16	22	0	50	Q4	Winter	
672	2089	12	30	18	56	49	Q3	Winter	
673	2024	3	12	5	49	37	Q1	Spring	false
674	1990	7	21	4	18	29	Q4	Fall	false
675	1991	9	3	9	40	32	Q2	Fall	true
676	1908	3	11	10	43	29	NULL	Spring	true
677	1909	6	4	15	21	10	Q2	Spring	true
678	1937	12	5	20	14	22	Q1	NULL	true
679	2018	7	10	1	11	48	Q2	Spring	false
680	1974	1	27	21	51	23	Q4	NULL	true
681	2049	3	15	1	17	52	Q1	Spring	
682	2070	7	11	15	53	7	Q4	Winter	true
683	2066	7	6	21	55	37	Q2	Summer	true
684	2084	2	8	12	32	31	Q3	Winter	
685	2024	6	2	18	28	7	NULL	Spring	true
686	2073	10	9	19	0	44	Q2	Winter	true
687	2018	7	18	9	36	14	Q3	Fall	false
688	2085	3	2	18	51	36	Q3	Winter	true
689	1967	12	20	17	58	14	NULL	Spring	true
690	1928	12	2	9	47	9	Q2	Spring	false
691	2038	12	31	2	4	20	Q2	Summer	false
692	2006	5	22	22	8	34	Q1	Summer	true
693	1972	2	10	19	16	8	Q4	Summer	false
694	2076	1	1	3	24	57	Q3	Spring	false
695	2003	10	8	13	17	34	Q1	Spring	true
696	2078	8	14	12	16	10	Q4	Fall	true
697	2056	3	22	22	39	45	Q1	Spring	true
698	2041	6	11	18	47	49	Q2	Fall	false
699	1945	1	18	2	34	37	NULL	NULL	true
700	2086	2	6	18	22	27	Q3	Spring	false
701	1996	8	17	10	45	41	NULL	Spring	true
702	2001	2	3	4	36	31	Q4	Fall	
703	2053	8	10	21	4	42	Q3	NULL	true
704	1968	1	25	18	40	13	Q4	NULL	
705	2031	2	23	22	15	17	Q2	Spring	true
706	1970	10	14	13	1	50	Q1	Spring	false
707	2099	9	20	14	5	0	Q2	Winter	true
708	2088	3	3	18	43	14	Q3	NULL	false
709	2019	4	5	5	23	58	NULL	Summer	false
710	1921	1	1	21	49	31	Q3	Spring	true
711	1905	12	22	6	4	40	NULL	Spring	true
712	2017	10	28	9	53	45	Q2	Winter	true
713	2005	1	25	16	40	18	Q1	Fall	true
714	1972	12	27	4	30	10	NULL	Fall	true
715	1976	1	1	6	14	11	NULL	Spring	true
716	1953	5	1	9	47	18	Q1	Winter	false
717	2044	6	5	16	41	7	NULL	NULL	false
718	1956	4	15	21	1	51	Q3	NULL	true
719	2021	7	4	7	53	4	Q3	Summer	true
720	2043	4	21	10	8	6	Q4	Summer	false
721	2018	9	28	22	23	10	Q2	Winter	
722	2034	7	16	7	16	32	Q3	Summer	false
723	1917	10	9	14	56	19	Q1	Spring	false
724	1983	8	12	20	41	33	Q3	Summer	false
725	2015	10	6	1	12	2	NULL	Spring	false
726	2022	8	22	21	8	29	Q1	Fall	true
727	2013	2	25	18	8	30	Q3	Fall	true
728	1948	6	22	6	29	38	Q2	Winter	
729	1914	10	15	19	26	43	Q4	Winter	true
730	1978	7	27	4	11	35	Q2	NULL	true
731	1958	8	31	0	43	20	Q4	Spring	true
732	1905	12	17	12	54	44	Q2	NULL	false
733	1961	4	22	11	26	7	Q3	Fall	true
734	2050	8	17	16	15	59	Q1	Fall	false
735	2034	4	25	2	33	58	Q2	Winter	false
736	1963	6	15	1	47	31	NULL	Winter	false
737	2062	3	29	3	53	15	NULL	Summer	false
738	2001	4	3	14	34	48	Q4	Winter	true
739	2014	5	22	20	53	8	Q4	Spring	false
740	1927	10	8	15	31	24	Q4	Summer	true
741	2040	3	31	21	15	11	NULL	Winter	
742	2046	1	4	0	46	50	Q3	Summer	
743	1987	11	6	7	56	30	Q3	Winter	true
744	1903	12	24	16	38	23	Q1	NULL	false
745	1979	1	13	22	5	40	Q2	Winter	true
746	2057	5	11	2	49	12	Q1	NULL	false
747	2059	4	11	5	10	1	Q4	NULL	false
748	1920	11	11	11	53	7	Q3	Winter	
749	2073	10	19	11	0	54	Q3	NULL	true
750	2081	4	15	8	8	17	Q4	NULL	false
751	1929	5	12	5	19	32	Q3	Fall	false
752	2094	3	26	6	10	33	NULL	Spring	true
753	1994	8	20	2	6	0	Q4	Spring	true
754	1954	11	4	14	14	57	Q3	Fall	false
755	1925	12	1	7	55	51	NULL	Fall	true
756	1914	12	22	9	55	55	Q2	Winter	true
757	1931	10	27	10	35	36	Q4	NULL	false
758	2039	5	10	15	49	22	NULL	NULL	true
759	2085	12	11	10	32	40	Q3	Winter	false
760	2093	2	6	23	5	7	NULL	Fall	true
761	2058	4	3	13	0	58	Q3	NULL	true
762	2059	9	24	21	52	49	Q2	Fall	false
763	1915	8	3	8	23	36	Q1	NULL	false
764	2007	12	6	22	12	56	Q4	Summer	
765	1903	5	1	7	23	23	Q3	NULL	false
766	1936	11	13	20	55	0	Q2	Spring	false
767	2050	2	16	13	23	32	Q3	Winter	false
768	2053	7	20	13	27	58	Q2	Winter	true
769	2080	1	3	22	45	12	NULL	Winter	true
770	1986	2	12	13	13	38	Q1	Fall	
771	1997	2	18	6	2	37	Q2	Summer	true
772	1913	7	22	22	55	21	Q3	Winter	
773	2089	12	29	0	52	21	NULL	NULL	true
774	1998	9	22	19	49	39	Q3	Winter	true
775	2024	10	25	21	38	52	Q3	Fall	false
776	2050	8	15	7	2	40	Q1	Fall	true
777	1982	3	16	12	50	46	Q3	Fall	false
778	2049	1	28	10	23	59	NULL	NULL	true
779	1981	5	5	23	58	15	Q1	Spring	false
780	2029	9	1	7	25	45	Q4	Summer	
781	2071	4	16	22	44	0	Q2	Spring	false
782	1966	6	22	23	34	7	Q3	Winter	false
783	1945	6	20	6	1	38	Q3	Spring	false
784	1958	1	17	13	54	1	Q2	Summer	false
785	1924	12	29	9	15	30	Q2	NULL	
786	2039	9	23	3	20	20	NULL	Winter	true
787	2046	12	22	13	2	10	Q4	Summer	false
788	1929	10	19	20	44	46	Q1	Spring	true
789	2083	4	21	12	30	46	Q1	Fall	false
790	2100	2	8	7	31	52	Q3	NULL	false
791	2043	5	4	20	33	41	Q4	Winter	true
792	1922	6	26	13	49	43	Q3	Winter	true
793	2045	5	12	5	15	16	NULL	Winter	true
794	1910	2	1	21	7	6	Q4	Spring	false
795	2093	3	10	11	15	26	NULL	Winter	true
796	1929	5	9	17	36	55	Q1	Spring	false
797	2041	5	2	23	42	11	Q4	Summer	true
798	1971	3	29	3	31	57	Q2	Winter	true
799	2012	12	15	2	55	52	Q4	Summer	false
800	1962	9	22	0	20	33	Q4	Fall	
801	1989	11	27	7	49	50	Q3	Spring	false
802	2092	1	8	2	29	4	Q2	Fall	false
803	1962	8	9	15	34	9	Q1	NULL	
804	1944	10	20	10	12	21	NULL	Winter	
805	2002	8	23	16	46	53	Q1	Spring	true
806	1971	9	6	19	31	28	NULL	Summer	false
807	1912	1	25	13	43	45	Q1	Spring	false
808	2020	6	29	11	49	7	Q2	Summer	false
809	2012	11	5	23	25	36	Q2	Winter	false
810	2068	3	25	7	29	24	NULL	Spring	true
811	2052	4	13	2	38	4	Q4	Winter	true
812	1920	5	1	16	2	58	Q3	Winter	true
813	1922	11	21	21	13	43	Q1	Summer	false
814	2097	12	21	18	7	11	Q4	Winter	true
815	1929	10	25	8	54	7	Q1	NULL	true
816	1983	7	20	6	44	31	Q3	Winter	
817	2007	3	20	2	54	59	Q2	Winter	false
818	1973	8	1	4	36	15	Q2	Spring	false
819	1901	10	25	7	57	3	Q2	NULL	false
820	2079	2	20	2	27	47	Q1	Spring	false
821	1934	7	16	20	33	38	NULL	Winter	true
822	2006	11	2	5	46	16	Q3	Summer	false
823	1931	8	28	11	44	0	NULL	Summer	true
824	1938	11	3	20	46	42	Q4	Fall	false
825	1945	12	5	22	53	57	Q3	Spring	true
826	2019	10	23	14	37	51	Q2	Summer	true
827	1978	5	15	4	8	6	Q1	Summer	false
828	1914	3	31	7	6	22	Q1	NULL	true
829	2035	10	21	22	33	33	Q3	Fall	false
830	2016	6	17	7	14	20	Q3	Summer	false
831	2030	12	14	21	17	28	NULL	Summer	true
832	2010	1	15	5	44	47	Q3	Winter	false
833	2007	12	31	1	23	4	Q4	Summer	false
834	1952	8	7	19	44	19	Q2	Summer	true
835	1917	11	3	2	41	50	Q1	Winter	false
836	2038	2	12	1	32	29	Q4	Winter	false
837	1911	2	19	17	16	45	Q3	Winter	false
838	1921	11	15	13	18	57	NULL	Summer	true
839	1974	3	29	6	25	42	NULL	Winter	false
840	2033	12	29	15	14	9	Q2	Fall	true
841	2053	7	28	19	10	21	Q2	Spring	true
842	2000	10	6	0	14	21	NULL	Spring	false
843	2082	11	27	19	1	45	Q2	Summer	false
844	1942	10	11	7	53	44	NULL	Summer	false
845	1977	7	5	8	45	39	NULL	NULL	false
846	2013	12	23	0	9	5	Q4	Winter	false
847	1981	11	11	7	7	15	Q4	Summer	false
848	1912	12	25	19	30	15	Q4	NULL	false
849	2052	9	3	0	54	19	Q3	Fall	false
850	2018	11	23	19	16	26	Q2	Spring	false
851	1941	1	9	9	53	55	Q3	Winter	true
852	1965	10	13	16	19	1	NULL	Summer	false
853	2036	12	30	10	58	48	Q1	NULL	
854	1901	5	30	6	20	12	NULL	Fall	true
855	2034	4	3	0	13	44	NULL	Fall	true
856	1979	6	7	1	49	13	Q1	Summer	false
857	1918	3	27	1	21	22	NULL	NULL	false
858	2079	7	23	3	23	8	Q4	Fall	false
859	2075	7	16	11	43	51	NULL	Winter	true
860	2015	2	26	23	36	9	Q4	Summer	false
861	1910	1	2	6	42	11	NULL	Winter	true
862	2064	8	21	17	8	3	Q3	Spring	true
863	1928	11	22	18	14	12	Q4	Winter	true
864	1964	12	1	7	0	40	Q4	Summer	false
865	1960	1	1	21	39	7	Q2	NULL	false
866	2022	12	28	20	25	5	NULL	Spring	true
867	1998	2	2	22	43	18	Q3	Fall	true
868	2031	7	18	21	14	8	Q1	Fall	
869	2014	1	19	3	29	53	Q2	Winter	
870	1949	2	7	3	5	39	NULL	Fall	true
871	1957	2	6	13	2	47	Q4	Summer	true
872	2064	1	16	1	50	6	Q3	Winter	false
873	1979	7	9	14	21	24	Q3	NULL	true
874	1983	11	2	18	24	25	Q3	Fall	true
875	1988	6	16	22	4	24	Q2	Summer	false
876	1926	9	31	18	3	2	Q1	Spring	true
877	2052	1	7	13	29	48	Q2	Winter	true
878	2040	8	2	7	59	59	Q2	Summer	false
879	1918	11	30	7	32	21	Q3	Winter	true
880	1958	3	13	2	17	1	Q4	Summer	true
881	1932	1	28	6	37	24	Q2	Summer	false
882	2027	10	23	3	6	37	Q3	NULL	true
883	1976	4	20	13	55	54	NULL	Summer	true
884	2089	2	26	13	16	44	Q1	Fall	true
885	2074	12	21	14	52	25	Q4	Spring	
886	1948	6	11	2	46	13	Q4	NULL	false
887	1933	9	12	14	53	59	Q3	Fall	
888	1955	4	13	8	38	15	Q2	Winter	true
889	1986	1	21	16	14	45	Q4	Spring	true
890	1928	3	29	20	57	51	Q3	Winter	false
891	1962	10	10	23	49	58	Q1	Winter	true
892	1949	8	6	20	53	24	Q4	Spring	false
893	2030	7	13	20	15	39	Q2	Fall	false
894	1924	10	8	12	10	19	Q4	Fall	
895	2039	10	18	19	55	23	NULL	Winter	false
896	2032	12	20	3	40	6	NULL	Spring	true
897	1983	5	3	3	32	14	NULL	Fall	false
898	2080	4	14	13	58	21	Q1	Fall	false
899	2073	2	24	17	18	48	Q2	Fall	true
900	2083	2	12	0	44	18	Q2	NULL	true
901	1986	6	15	0	57	33	Q2	Winter	true
902	1954	2	7	21	22	14	Q4	Summer	false
903	2014	7	4	6	52	24	Q3	Winter	false
904	1931	11	24	1	4	24	NULL	Winter	false
905	1982	8	12	20	9	48	Q4	Fall	false
906	2092	1	17	14	18	25	NULL	Summer	true
907	1983	9	1	14	16	41	NULL	Spring	true
908	2034	10	26	23	3	46	NULL	Summer	true
909	1920	8	19	5	52	11	Q4	Spring	true
910	2017	11	13	13	12	21	NULL	Spring	false
911	2004	12	18	6	41	47	NULL	NULL	false
912	2082	5	20	13	24	17	Q4	NULL	true
913	2061	3	31	10	33	19	NULL	NULL	true
914	2048	9	21	19	48	32	Q1	Fall	
915	1912	12	17	2	46	52	NULL	NULL	false
916	2013	9	1	21	25	4	NULL	Summer	true
917	2055	4	29	4	50	1	Q2	Summer	true
918	2022	12	1	23	4	19	Q4	Winter	false
919	2013	3	31	12	5	1	Q3	Winter	false
920	1913	10	17	0	37	40	Q4	Spring	true
921	1982	12	12	0	40	5	Q4	Summer	false
922	1958	6	10	20	24	38	NULL	NULL	false
923	2048	12	1	9	46	22	Q1	Fall	true
924	2072	4	2	13	49	4	NULL	Summer	true
925	1957	2	21	20	48	26	Q1	NULL	true
926	1928	12	11	14	15	46	Q3	Winter	true
927	1980	7	13	3	29	43	Q2	NULL	false
928	1991	5	28	7	53	18	Q3	Winter	true
929	2007	10	30	0	42	59	NULL	Spring	true
930	2012	1	19	8	33	41	NULL	Winter	true
931	1992	7	25	22	6	43	NULL	Summer	true
932	2089	7	11	0	58	27	NULL	Winter	false
933	1973	9	16	21	41	47	Q4	Winter	
934	2048	8	22	1	37	19	Q1	Winter	false
935	1956	12	26	17	27	47	Q1	Winter	false
936	1983	11	11	8	27	39	Q4	NULL	false
937	1927	6	21	7	42	34	Q3	Winter	true
938	1980	7	2	12	48	8	NULL	Winter	true
939	2024	9	23	7	19	29	Q4	Winter	false
940	2062	4	5	17	58	41	Q3	NULL	false
941	1937	3	12	10	56	48	NULL	NULL	false
942	2081	12	3	5	56	42	Q1	Winter	false
943	2013	9	24	2	26	54	NULL	Winter	false
944	2005	12	30	14	16	26	Q4	Summer	true
945	2048	10	11	18	45	44	Q3	Summer	false
946	1934	12	19	13	27	29	Q4	NULL	false
947	2058	8	27	6	22	35	Q1	Winter	true
948	1955	11	29	0	3	9	NULL	Summer	true
949	1936	11	26	7	27	7	Q3	Fall	false
950	1978	7	31	10	27	14	Q2	Spring	false
951	2081	6	6	1	1	16	Q2	Winter	true
952	1991	2	29	14	41	10	Q2	Fall	false
953	2067	9	15	9	48	19	Q4	Winter	false
954	1910	4	27	17	34	47	Q4	Winter	false
955	2075	12	26	10	55	47	NULL	Summer	true
956	2096	7	17	22	1	57	Q4	Spring	false
957	1955	3	27	18	24	19	NULL	Winter	true
958	2073	9	23	4	39	36	Q2	Spring	true
959	2011	5	9	20	48	32	Q1	Spring	true
960	2003	11	13	23	47	27	Q2	NULL	false
961	1911	5	26	3	49	6	Q3	Fall	false
962	1959	10	11	5	30	45	Q1	Winter	false
963	1971	3	18	0	53	42	NULL	NULL	false
964	2013	3	21	6	44	41	Q4	Winter	false
965	1984	7	5	4	59	48	NULL	Summer	true
966	2093	12	12	5	18	52	Q4	Spring	true
967	2000	3	23	1	34	34	Q1	NULL	false
968	2027	1	21	10	53	52	Q2	Fall	false
969	1961	3	8	17	1	48	Q1	Winter	false
970	1966	1	7	8	20	11	NULL	Fall	true
971	2072	9	14	14	42	54	Q2	Winter	true
972	1961	2	3	1	48	45	NULL	Fall	true
973	2029	9	29	10	4	57	Q2	Spring	true
974	2015	9	15	19	31	21	Q1	Spring	
975	1951	11	4	13	31	24	NULL	Summer	true
976	2024	6	26	18	58	38	Q2	NULL	false
977	1975	10	2	19	35	52	NULL	NULL	true
978	2024	3	6	4	0	28	Q3	NULL	false
979	1967	1	26	8	18	8	Q4	NULL	false
980	2016	9	6	22	3	57	Q3	NULL	true
981	1967	5	29	10	40	13	Q4	Fall	true
982	2020	2	4	21	16	18	Q3	Spring	true
983	2086	7	30	22	28	45	Q1	Spring	true
984	1938	10	7	2	4	34	NULL	Fall	true
985	2048	2	7	17	38	53	Q2	Winter	false
986	2061	10	17	0	23	39	Q2	Spring	false
987	1999	12	20	21	6	16	Q3	Fall	true
988	1933	10	30	18	17	9	Q2	NULL	true
989	1946	5	9	21	12	20	Q1	Summer	false
990	2075	7	9	11	24	12	Q4	Spring	false
991	2097	6	12	14	16	15	Q4	Winter	true
992	2074	2	3	19	12	13	NULL	Spring	false
993	1908	6	2	5	46	36	Q3	Fall	
994	2028	9	6	18	48	56	Q4	Fall	false
995	2062	5	9	8	18	56	NULL	Summer	true
996	1966	11	11	21	5	46	NULL	Spring	false
997	1900	8	24	7	55	8	Q1	Summer	false
998	2092	7	4	22	5	14	NULL	Fall	false
999	2006	8	26	23	17	7	Q2	Fall	false
1000	1996	2	2	23	25	11	Q2	Spring	false
