fact_id	branch_id	time_id	product_id	customer_id	salesperson_id	total_sales	quantity_sold	discount_given	sales_target_achieved	profit_margin
496	41	156	115	485	23	438.16	20	35.62	False	444.14
497	16	360	193	370	91	958.65	85	28.32	False	430.02
498	1	300	167	195	48	245.56	16	19.54	True	253.49
499	27	121	111	105	78	428.0	25	43.32	True	393.96
500	39	347	76	214	22	264.41	93	17.41	True	499.23
501	48	361	148	194	19	981.85	58	26.27	False	413.35
502	40	306	85	23	65	643.18	36	21.38	True	152.11
503	39	153	165	309	81	515.47	10	40.72	False	277.14
504	5	242	91	252	43	481.7	99	40.53	False	44.83
505	37	331	18	14	18	200.16	72	40.96	True	258.67
506	2	27	182	145	10	487.94	55	45.07	True	358.97
507	6	98	159	472	68	826.65	64	29.8	True	491.1
508	5	243	195	90	95	907.49	45	45.54	True	320.34
509	19	129	50	15	43	111.41	10	8.91	True	293.54
510	8	303	194	24	66	511.04	34	34.95	False	114.79
511	19	331	168	216	12	259.99	94	16.22	False	102.84
512	4	325	169	6	79	644.34	69	44.64	False	443.29
513	27	150	104	416	21	489.89	83	1.5	True	194.7
514	17	60	32	233	35	255.79	57	14.24	True	236.23
515	32	299	37	259	10	255.21	48	38.4	True	380.03
516	23	239	47	48	92	909.51	6	41.71	True	237.4
517	34	58	41	410	36	941.72	3	49.25	False	497.14
518	11	125	81	478	24	326.91	19	17.87	True	63.46
519	49	112	151	473	17	870.04	61	14.54	True	478.29
520	41	128	173	200	38	196.46	23	11.35	True	437.48
521	35	351	174	465	82	117.23	9	9.74	True	118.88
522	10	99	68	270	6	512.7	63	14.66	False	124.44
523	28	324	149	2	48	120.04	45	43.25	True	98.9
524	12	307	34	175	96	117.6	54	41.5	True	45.89
525	46	18	183	288	64	496.84	78	18.96	False	288.38
526	1	82	185	70	71	253.06	72	48.59	True	107.73
527	32	88	171	255	14	597.44	38	2.88	True	86.3
528	25	233	198	256	66	876.19	86	40.51	True	51.14
529	42	145	39	484	40	568.52	81	39.51	False	342.41
530	27	243	63	217	46	197.54	63	19.68	False	108.66
531	29	224	89	350	99	785.5	65	11.43	True	97.95
532	2	169	138	80	57	232.92	68	47.63	False	393.58
533	5	51	177	37	5	934.08	95	30.92	False	42.49
534	37	56	109	149	26	766.55	13	37.14	True	80.51
535	11	189	29	464	13	555.22	31	4.5	True	494.21
536	37	327	51	104	15	736.35	14	3.29	False	96.79
537	28	206	90	450	82	657.31	92	45.25	True	61.52
538	23	170	200	343	45	513.13	98	17.25	False	397.43
539	44	168	174	401	97	643.48	25	46.89	True	392.59
540	30	61	27	485	18	114.77	88	14.83	True	80.61
541	41	84	175	93	7	402.94	30	13.01	False	245.15
542	2	5	53	497	58	924.39	69	41.07	False	161.42
543	19	157	32	39	66	496.2	83	38.6	True	140.65
544	12	131	18	85	3	611.53	54	35.17	True	306.97
545	17	312	69	299	100	519.3	5	1.51	True	64.8
546	6	220	49	70	34	260.27	58	35.86	True	256.51
547	8	270	189	442	29	382.15	79	32.45	False	391.29
548	25	120	108	446	46	606.32	40	40.39	False	168.43
549	5	323	182	458	61	823.92	60	22.3	True	230.52
550	33	32	69	378	74	825.51	64	2.93	False	62.3
551	7	182	16	70	17	149.71	80	7.38	True	236.38
552	41	260	102	313	56	926.54	76	1.36	False	229.81
553	5	103	43	19	69	651.03	39	29.91	True	133.3
554	20	237	147	207	96	418.58	27	45.98	False	371.78
555	4	176	136	258	48	747.71	25	6.52	False	465.64
556	27	176	106	50	50	626.53	5	5.09	True	235.29
557	38	267	162	262	97	962.95	73	42.09	True	170.43
558	29	152	54	412	71	905.67	52	4.5	True	132.81
559	2	174	30	12	86	982.63	79	28.71	True	42.94
560	6	109	118	147	92	826.64	37	27.03	True	128.95
561	13	12	187	430	39	546.26	24	39.4	False	357.21
562	46	268	6	375	55	831.32	20	15.16	True	22.38
563	43	314	76	362	59	308.68	30	13.12	False	499.76
564	23	61	102	17	68	776.07	89	44.68	False	20.55
565	38	70	133	178	41	985.3	15	23.72	False	60.72
566	50	181	3	429	36	684.19	63	38.55	False	175.21
567	47	296	128	99	57	231.27	28	32.99	True	445.48
568	20	335	36	109	40	118.32	94	37.77	False	209.38
569	33	213	24	286	10	814.71	91	17.65	False	286.77
570	24	355	106	62	54	714.42	2	11.26	True	308.74
571	2	344	65	286	58	220.27	40	12.67	False	242.02
572	12	216	165	488	30	387.16	94	22.89	True	127.26
573	31	232	158	47	6	956.54	38	27.52	False	250.92
574	31	59	88	460	95	513.06	90	15.68	False	206.02
575	16	40	9	227	46	483.62	81	43.33	False	417.56
576	8	313	33	114	18	759.78	97	6.78	True	327.32
577	28	69	129	157	57	848.82	71	8.14	True	310.8
578	12	86	144	3	18	674.65	63	8.14	True	461.35
579	27	150	152	305	69	779.76	7	38.88	True	383.1
580	1	331	199	457	59	364.71	73	0.65	False	241.81
581	10	84	185	355	18	450.24	3	49.22	True	229.45
582	17	236	24	406	85	414.39	3	0.42	True	440.25
583	41	78	105	36	57	788.36	58	47.14	True	58.68
584	19	40	74	162	47	900.47	38	0.25	False	447.73
585	22	308	95	395	35	476.76	67	36.8	False	399.4
586	44	180	138	461	18	301.92	42	10.88	False	133.98
587	19	137	128	14	20	246.17	71	45.33	True	48.77
588	23	357	164	400	81	576.98	98	20.33	False	60.03
589	25	249	191	311	82	751.56	76	21.62	False	322.88
590	41	130	3	401	42	839.95	49	34.99	False	58.68
591	2	267	20	199	98	178.35	75	48.85	False	282.44
592	19	40	26	107	76	621.51	68	12.76	False	322.3
593	6	268	103	337	58	211.36	19	5.97	True	250.05
594	43	81	119	54	81	253.34	90	9.78	True	107.34
595	36	129	139	322	16	501.11	45	21.24	False	349.94
596	9	94	80	266	49	847.7	79	29.32	True	479.06
597	34	29	121	478	75	488.91	17	36.29	True	423.37
598	6	261	169	229	11	393.67	64	13.15	False	466.24
599	24	24	142	141	92	361.26	20	24.96	False	21.84
600	39	112	135	159	61	715.34	71	30.42	False	77.5
601	36	140	136	233	67	982.03	33	40.62	True	113.15
602	24	199	174	185	63	315.84	92	41.28	True	206.22
603	23	214	92	79	32	714.7	31	7.69	True	468.06
604	14	191	67	347	66	787.57	56	42.63	False	34.45
605	50	362	79	495	28	388.79	75	30.44	True	420.8
606	33	104	75	61	67	235.59	60	18.46	True	266.38
607	9	56	68	73	37	236.89	10	7.02	True	85.25
608	33	319	94	81	74	439.12	29	11.95	True	139.11
609	38	245	194	293	43	105.18	77	4.47	False	357.94
610	47	104	144	378	78	311.1	50	46.07	False	61.15
611	16	65	20	71	67	801.0	7	28.61	True	324.04
612	15	227	90	36	35	107.47	99	5.29	True	27.28
613	47	112	142	11	14	261.76	42	28.14	False	104.68
614	23	13	43	454	13	440.86	20	26.97	False	376.24
615	23	216	30	440	77	795.81	56	35.19	True	382.92
616	16	317	146	273	89	425.59	72	33.81	True	484.98
617	11	270	72	360	54	273.9	35	4.58	False	176.8
618	19	79	94	444	34	929.98	29	29.82	False	38.73
619	17	158	44	449	66	329.19	78	1.39	False	294.01
620	48	54	20	153	93	797.82	49	49.32	False	270.03
621	47	131	45	342	80	862.06	90	46.79	True	39.56
622	13	214	140	23	26	971.68	67	11.63	True	394.67
623	35	273	119	417	57	543.75	15	34.43	True	137.4
624	49	45	151	189	60	136.94	59	47.6	True	435.27
625	1	321	61	357	68	475.05	15	19.4	False	127.95
626	41	78	190	70	47	113.79	64	26.81	True	265.06
627	11	134	191	302	27	884.09	38	20.58	False	361.97
628	1	131	166	420	63	952.72	69	40.13	True	147.8
629	41	229	82	153	27	886.36	99	26.94	False	442.39
630	9	163	94	167	63	309.64	20	40.0	True	129.65
631	38	317	41	156	83	565.17	23	42.85	True	257.25
632	3	340	84	243	35	660.46	53	11.31	False	415.81
633	9	168	195	322	91	213.03	47	16.21	False	141.65
634	40	337	100	354	19	312.37	23	10.39	False	140.89
635	50	197	88	405	59	521.95	43	12.35	False	356.67
636	2	148	86	304	39	645.9	74	12.54	False	479.3
637	10	15	98	354	10	869.17	51	2.81	True	342.31
638	31	77	190	184	64	650.36	71	32.86	False	200.61
639	30	21	114	303	50	291.61	93	28.92	False	155.11
640	27	242	84	95	79	134.4	54	22.85	True	230.44
641	29	329	159	104	39	485.99	61	38.8	False	124.4
642	35	11	50	192	79	800.31	60	38.5	False	410.31
643	1	282	22	162	22	643.4	4	37.7	True	242.86
644	25	94	40	400	14	779.64	50	26.09	True	141.35
645	45	154	9	454	35	797.19	27	11.1	True	258.52
646	16	207	76	250	57	935.29	40	45.23	False	274.18
647	23	283	179	447	10	869.18	34	23.28	True	203.86
648	35	308	103	17	22	307.31	64	16.06	False	427.17
649	12	236	196	121	98	636.76	35	22.57	True	265.18
650	9	12	119	288	99	727.82	24	33.74	False	450.25
651	46	313	114	350	20	478.82	55	13.49	False	91.26
652	12	71	182	131	66	746.61	92	45.48	True	237.12
653	5	93	18	80	43	525.29	45	7.75	False	225.91
654	24	350	172	176	46	117.34	50	16.4	True	270.82
655	27	282	166	376	86	901.85	29	2.41	False	242.1
656	50	265	186	440	7	164.37	87	34.84	False	410.06
657	33	91	164	52	15	928.0	59	2.49	False	61.87
658	35	21	173	232	54	408.66	7	0.73	True	167.48
659	41	355	124	427	38	933.25	5	2.29	True	213.39
660	30	178	21	464	52	296.71	60	45.35	True	327.79
661	30	152	61	330	29	165.78	91	19.53	True	291.67
662	42	234	5	190	8	122.88	40	6.68	False	76.53
663	16	69	10	486	3	496.41	53	33.42	False	262.95
664	27	93	10	186	80	420.93	72	2.59	True	426.66
665	29	324	81	151	10	299.09	86	40.14	False	285.07
666	39	357	36	258	85	674.54	40	5.01	True	114.75
667	48	220	114	465	89	578.23	50	9.71	True	155.64
668	44	276	26	175	91	543.53	13	5.42	True	39.54
669	14	141	146	400	14	128.75	81	42.52	False	22.17
670	28	361	47	153	7	485.44	66	12.52	False	220.22
671	33	162	134	302	95	679.23	52	21.87	False	140.28
672	50	187	111	150	19	598.42	34	5.49	False	29.97
673	1	217	164	446	74	623.57	89	10.93	False	48.8
674	7	154	61	78	83	240.85	2	21.01	True	201.61
675	20	196	78	66	77	129.1	17	12.44	True	302.65
676	8	114	77	159	13	335.79	92	32.27	False	148.92
677	17	361	2	245	73	319.79	73	14.51	False	226.73
678	22	30	155	388	9	345.15	36	10.48	False	121.23
679	11	223	25	130	99	878.78	69	0.19	False	305.81
680	30	180	191	262	58	533.08	62	47.17	True	28.58
681	35	143	6	37	92	617.78	4	25.37	True	122.0
682	43	105	177	319	4	328.27	19	15.06	False	45.96
683	30	287	9	37	15	443.13	95	2.88	True	210.79
684	20	296	60	475	29	251.83	47	42.09	True	456.71
685	13	101	151	167	99	280.22	1	20.06	False	216.02
686	26	260	80	119	36	772.18	65	16.75	True	190.09
687	20	283	152	331	81	927.48	14	23.12	False	64.9
688	15	191	176	498	67	340.63	37	14.52	False	160.3
689	12	131	98	27	8	321.9	8	2.02	True	198.36
690	34	265	138	140	57	567.46	61	43.88	True	254.01
691	34	99	196	252	1	278.16	83	22.75	True	390.09
692	11	11	191	138	20	816.94	55	6.18	True	215.81
693	3	13	139	354	92	193.5	13	26.64	True	423.43
694	21	205	46	343	39	595.69	64	33.9	True	48.25
695	14	45	74	404	53	245.65	73	29.38	True	195.03
696	32	135	146	329	40	473.76	4	32.04	False	251.19
697	32	53	15	50	10	208.64	8	25.39	True	396.24
698	44	193	137	430	27	313.49	26	4.41	False	356.59
699	37	21	82	95	34	146.53	35	42.07	False	122.2
700	19	319	116	42	56	290.46	9	18.92	True	406.22
701	28	114	129	493	36	565.54	81	27.77	False	114.9
702	33	298	195	498	83	535.97	53	35.44	True	442.17
703	7	252	82	265	75	727.47	63	29.18	False	366.08
704	24	253	108	160	72	505.97	77	32.44	True	304.96
705	40	43	44	308	13	534.82	26	3.71	False	335.42
706	23	24	32	481	29	106.55	87	9.87	True	21.06
707	20	289	31	384	48	573.3	23	3.29	False	20.39
708	32	189	181	373	55	751.94	14	32.17	True	275.88
709	31	268	78	69	38	609.69	35	0.56	True	117.1
710	15	275	168	159	58	207.44	11	23.12	True	454.74
711	36	351	111	425	72	711.04	17	40.64	True	435.3
712	26	7	166	485	18	288.76	28	45.58	False	206.9
713	50	280	142	349	39	780.5	20	35.07	True	394.08
714	13	30	130	41	78	173.14	19	41.28	False	451.59
715	29	336	42	415	23	389.46	63	10.28	False	404.93
716	23	345	193	127	55	240.23	66	1.75	True	236.78
717	43	76	197	488	2	507.16	74	27.98	False	237.82
718	7	303	102	424	54	775.23	67	33.63	False	242.78
719	20	329	90	313	48	859.54	29	37.56	True	75.62
720	33	101	101	182	70	445.26	22	9.63	False	444.88
721	33	88	162	249	62	828.68	5	22.63	True	168.61
722	6	42	51	438	58	895.86	62	30.62	True	496.38
723	50	200	60	333	33	514.23	53	48.11	True	131.38
724	1	327	175	107	32	365.34	6	3.78	False	266.12
725	37	271	48	395	76	831.81	69	26.1	True	33.15
726	23	183	136	367	80	931.31	1	2.04	True	182.73
727	32	298	114	142	38	183.63	74	40.8	True	130.83
728	34	209	85	127	18	581.49	37	32.22	False	23.76
729	46	17	1	96	62	849.94	47	16.49	True	221.26
730	25	41	185	192	44	831.3	77	2.74	False	184.21
731	19	152	7	10	65	854.58	91	18.45	True	218.79
732	23	175	75	414	30	372.26	30	31.39	True	309.11
733	5	144	49	358	88	997.86	24	26.52	False	165.03
734	2	142	134	279	24	663.46	58	13.56	False	145.37
735	42	189	32	207	29	859.01	43	39.45	True	239.88
736	12	98	148	319	92	101.1	39	23.18	True	79.17
737	13	12	157	115	65	459.7	26	6.74	False	91.33
738	42	144	148	218	74	754.27	64	38.36	False	420.53
739	38	67	56	490	28	758.8	48	37.77	True	297.91
740	33	274	39	300	18	484.19	12	44.38	False	107.48
741	12	333	140	328	45	981.59	82	14.32	True	190.44
742	25	258	71	326	60	748.62	30	10.84	True	441.46
743	34	247	101	489	14	499.12	16	5.25	True	253.3
744	9	276	86	259	49	494.98	58	20.78	True	195.47
745	4	247	193	140	74	867.83	59	35.04	False	113.71
746	32	356	200	102	97	788.12	53	8.73	True	175.95
747	37	98	59	467	94	234.36	66	17.48	False	165.54
748	15	177	14	177	90	687.86	12	37.08	True	342.04
749	7	324	165	299	95	340.78	48	38.12	False	176.96
750	8	316	113	131	27	365.14	97	47.25	False	29.77
751	25	3	98	213	81	178.42	87	43.77	True	411.46
752	16	323	119	142	48	173.86	71	4.02	False	191.91
753	48	155	81	327	60	596.38	47	44.26	False	60.29
754	12	264	164	124	98	183.33	11	29.67	False	228.01
755	23	15	147	150	76	924.74	30	32.37	True	107.2
756	40	162	34	307	32	135.63	45	8.34	True	76.99
757	21	6	99	470	76	410.66	75	46.35	False	148.01
758	37	201	26	30	61	699.97	14	1.0	True	466.63
759	45	238	60	273	43	257.27	57	47.96	False	161.38
760	27	220	73	190	85	617.98	42	47.27	False	424.85
761	46	339	123	105	97	760.42	54	22.04	False	180.28
762	5	234	61	496	52	523.23	57	49.86	False	127.4
763	34	129	32	57	26	525.16	42	47.74	False	24.16
764	36	106	68	134	40	389.13	87	7.76	True	419.88
765	25	311	149	181	3	236.63	61	26.47	False	466.02
766	16	149	87	59	53	737.85	41	40.36	True	394.76
767	30	87	76	365	79	908.31	61	12.03	True	444.94
768	1	281	112	71	36	460.25	58	43.56	False	86.95
769	28	36	182	429	87	426.48	14	4.4	True	266.46
770	37	134	16	193	79	843.63	43	3.82	False	49.38
771	26	211	44	305	10	203.08	44	26.08	False	371.24
772	12	296	95	36	89	441.46	64	44.46	True	387.75
773	42	353	4	63	62	266.05	97	24.97	True	100.56
774	48	168	15	56	38	445.48	51	41.16	True	404.95
775	14	18	106	491	48	816.72	30	22.86	False	333.06
776	10	308	92	456	95	484.54	51	1.57	True	82.45
777	29	256	168	435	16	876.09	70	13.45	True	179.6
778	45	79	199	208	73	571.9	47	17.05	True	279.82
779	41	221	36	64	94	798.45	36	11.35	True	392.54
780	42	200	144	90	22	772.43	74	28.09	True	454.91
781	20	267	82	58	9	754.1	68	24.88	False	75.04
782	18	173	25	29	36	528.99	76	42.97	True	25.01
783	1	121	165	80	66	164.91	71	12.01	True	57.31
784	25	270	183	315	24	259.82	36	47.12	False	365.42
785	15	67	90	402	8	314.92	87	46.8	True	233.55
786	18	199	76	280	70	684.83	82	33.18	False	101.15
787	44	196	110	187	76	520.56	64	38.77	False	326.99
788	6	282	52	346	32	480.88	49	11.21	True	56.37
789	38	106	119	271	78	875.64	29	37.57	True	86.86
790	9	358	96	284	46	845.13	31	46.94	False	67.82
791	3	229	125	363	70	723.75	47	30.45	True	165.02
792	11	64	149	396	95	308.09	86	43.44	True	300.47
793	29	89	117	211	6	698.37	64	44.58	True	92.11
794	14	125	136	138	11	266.07	93	29.76	True	217.0
795	48	256	179	407	73	882.48	18	42.44	True	409.87
796	40	364	119	250	27	224.04	72	33.31	True	285.14
797	2	184	193	220	18	624.36	87	9.36	True	252.19
798	43	146	200	55	35	250.79	24	9.68	False	118.92
799	37	340	3	198	59	379.31	8	25.78	True	152.33
800	27	275	180	312	88	392.53	6	6.26	False	111.12
801	40	163	87	123	5	333.15	51	31.59	False	302.18
802	24	218	188	205	96	288.92	63	16.37	False	385.23
803	16	358	114	327	94	806.48	24	11.72	True	327.05
804	8	316	185	228	98	822.43	30	5.35	False	318.48
805	38	310	51	339	39	276.96	72	22.18	True	392.87
806	39	100	44	44	51	619.62	66	49.06	True	225.45
807	43	156	137	453	31	612.47	25	42.48	False	95.79
808	5	238	193	394	53	176.49	80	21.25	True	127.7
809	10	254	149	45	22	659.76	64	46.71	False	443.34
810	42	133	13	362	44	495.45	8	14.04	True	391.18
811	32	56	4	218	46	353.43	91	15.26	False	406.17
812	30	84	156	9	31	287.79	65	26.97	True	35.19
813	29	336	107	44	60	197.2	88	0.58	False	293.51
814	37	87	36	263	55	263.23	36	34.71	True	21.56
815	15	151	104	100	34	808.44	12	0.87	True	348.33
816	39	210	192	119	70	881.67	95	3.81	False	244.76
817	12	170	105	481	71	193.64	32	22.95	True	319.5
818	47	146	5	204	65	463.11	33	37.82	True	432.7
819	39	19	52	282	2	983.29	92	26.85	False	438.94
820	35	195	85	177	16	347.65	22	31.24	True	222.54
821	46	231	108	323	99	803.89	44	31.78	False	357.46
822	23	128	187	275	87	284.25	19	14.74	True	72.23
823	50	36	182	315	96	773.67	72	18.21	False	32.45
824	18	233	123	291	37	772.96	96	3.64	True	471.31
825	21	175	140	238	22	649.92	75	36.0	False	370.27
826	26	107	200	470	36	845.51	91	46.24	True	341.99
827	46	151	52	67	38	646.63	71	27.06	False	411.63
828	21	33	56	280	29	432.09	85	33.47	True	497.96
829	30	27	150	310	98	907.84	51	1.02	False	152.4
830	5	292	112	420	1	280.53	95	30.61	False	443.61
831	38	361	69	490	63	534.35	77	5.18	True	26.35
832	44	153	109	73	91	560.39	16	29.02	True	89.57
833	29	32	113	284	53	333.6	48	28.72	True	325.47
834	47	228	135	193	83	273.16	91	46.95	True	298.59
835	8	187	71	473	68	247.55	34	25.9	False	263.94
836	3	49	73	24	71	539.97	27	27.54	True	323.99
837	20	355	109	180	13	145.04	71	20.43	True	390.13
838	7	359	143	285	9	497.06	63	49.73	True	431.15
839	40	247	128	105	71	808.91	65	33.47	True	191.23
840	34	142	180	471	22	756.44	87	49.34	False	340.29
841	37	7	6	339	17	277.84	47	24.6	True	116.98
842	17	185	161	459	30	227.16	1	49.32	False	379.06
843	36	263	166	82	62	644.52	9	0.89	False	216.11
844	45	306	56	245	53	465.01	20	21.84	True	250.65
845	5	66	79	318	61	646.47	4	9.85	True	285.57
846	27	288	131	116	86	770.79	21	19.72	True	194.1
847	46	255	102	269	12	395.23	91	0.33	False	311.83
848	18	154	137	231	96	999.05	83	2.83	False	37.23
849	47	37	35	413	1	940.08	4	2.4	True	24.59
850	39	260	177	28	93	592.33	89	34.01	False	468.1
851	44	17	93	347	23	515.57	2	34.15	True	277.31
852	38	340	1	133	40	359.51	98	47.78	False	450.02
853	42	294	141	198	63	452.45	97	44.29	False	72.53
854	36	139	117	106	29	699.7	87	41.61	False	182.72
855	3	217	189	321	90	748.88	100	2.79	False	202.0
856	1	230	157	18	14	622.74	96	13.84	False	269.2
857	37	118	60	293	4	303.93	43	0.4	False	490.09
858	26	89	7	71	56	114.55	2	32.85	True	183.41
859	4	226	44	103	49	835.95	67	34.67	True	253.02
860	32	244	149	410	55	670.38	48	18.82	True	246.88
861	46	210	43	233	66	486.13	94	20.48	False	298.14
862	37	150	29	422	38	910.96	100	3.03	False	32.5
863	27	56	92	258	52	276.89	91	29.83	False	323.79
864	12	118	1	307	76	587.83	31	1.51	True	334.83
865	30	228	57	377	1	652.18	11	32.99	False	381.53
866	35	98	171	60	12	259.0	100	19.77	True	81.46
867	31	51	130	235	6	609.0	23	14.74	False	304.16
868	32	61	187	109	8	377.68	95	8.86	False	468.99
869	14	164	86	319	58	850.79	76	3.65	True	302.3
870	43	138	169	1	60	971.31	99	43.03	True	470.28
871	25	155	70	440	44	640.27	53	41.95	True	398.85
872	7	180	24	379	22	464.73	69	34.27	False	75.33
873	39	272	16	14	27	693.33	22	8.72	True	478.44
874	8	192	185	384	67	944.83	12	4.14	True	228.34
875	9	27	84	101	10	525.26	56	20.59	True	152.3
876	18	286	79	410	40	192.41	5	17.14	False	451.35
877	1	169	4	34	78	349.16	84	13.12	True	433.56
878	9	285	53	221	86	908.93	62	43.63	False	146.86
879	2	19	102	212	96	387.77	40	16.4	True	268.13
880	22	64	118	137	75	648.47	22	48.7	True	307.26
881	47	3	71	390	27	454.69	79	44.5	True	373.65
882	34	209	56	261	22	443.1	61	6.78	False	117.1
883	20	327	10	292	96	252.26	37	49.46	True	289.35
884	27	170	52	229	14	970.87	65	2.43	False	241.81
885	37	102	172	368	37	671.91	34	1.99	False	135.08
886	9	14	91	332	32	756.44	72	19.11	False	258.54
887	10	192	49	465	82	222.22	32	21.74	False	380.23
888	39	311	178	116	27	704.6	88	0.13	False	366.5
889	27	68	64	310	35	298.68	98	8.09	False	247.33
890	21	312	157	414	85	674.69	70	0.28	True	354.77
891	37	253	138	24	42	748.42	47	39.42	True	205.94
892	32	94	152	281	65	753.6	4	46.91	False	451.56
893	25	100	154	117	54	697.0	77	20.62	True	220.55
894	50	97	178	131	33	455.01	24	47.35	False	279.09
895	35	365	78	240	89	632.2	56	23.96	True	417.17
896	45	217	122	289	75	460.93	72	5.48	False	135.71
897	24	48	41	112	64	351.4	58	12.86	False	490.29
898	10	149	154	53	22	951.4	100	32.26	True	87.67
899	20	27	142	304	96	459.34	96	49.11	False	417.94
900	24	350	52	44	89	762.4	10	15.89	False	360.55
901	40	353	38	153	69	682.75	81	1.4	True	251.59
902	8	34	32	262	43	131.71	9	28.37	False	360.94
903	21	121	74	275	2	626.33	88	8.27	False	222.35
904	14	235	157	380	45	340.21	48	26.25	False	461.08
905	5	142	50	207	13	369.04	87	20.3	True	59.54
906	12	330	68	292	65	860.82	84	1.41	False	124.49
907	50	57	75	2	16	228.25	11	25.54	True	76.56
908	32	68	188	81	67	684.82	54	8.05	True	144.05
909	34	132	112	360	11	416.87	3	6.09	False	309.26
910	49	325	50	347	25	692.35	44	46.31	True	150.6
911	40	307	59	255	91	173.59	42	1.9	True	108.72
912	43	171	6	170	46	923.24	46	38.77	True	199.32
913	34	38	57	392	72	194.66	54	36.65	True	246.49
914	42	154	166	295	77	782.1	89	37.97	False	445.71
915	9	76	142	276	52	705.41	79	5.42	True	171.87
916	17	362	128	91	46	521.43	45	29.3	True	409.79
917	43	116	58	283	80	315.3	64	7.08	True	431.32
918	4	156	58	317	88	219.58	3	46.31	True	304.51
919	30	236	172	73	79	474.61	68	31.63	False	453.22
920	26	343	64	151	31	732.12	68	46.93	True	359.85
921	46	120	93	214	64	541.38	5	30.39	True	123.1
922	14	273	94	137	60	877.41	19	7.22	False	192.34
923	47	79	63	428	72	832.0	64	20.89	False	50.5
924	11	303	198	477	48	818.41	64	38.84	False	333.53
925	39	221	118	353	44	359.88	79	25.58	False	140.69
926	1	203	101	108	81	809.77	51	44.07	False	117.56
927	7	261	99	362	71	835.53	31	19.19	False	336.64
928	4	167	62	68	23	134.92	61	48.09	False	430.88
929	16	345	129	368	1	102.09	100	11.76	True	484.28
930	3	95	153	248	48	386.26	23	4.46	True	140.17
931	50	335	125	45	31	555.12	7	2.32	True	49.53
932	42	6	150	57	88	675.52	97	36.7	True	351.2
933	21	61	181	387	46	897.15	3	38.33	False	277.59
934	42	186	140	398	59	643.52	33	15.99	False	115.75
935	4	190	44	165	17	270.19	95	26.14	False	331.78
936	37	180	5	216	80	501.91	72	14.11	True	41.17
937	7	149	154	154	34	990.95	15	2.79	True	38.1
938	37	263	38	371	27	115.33	53	27.96	True	281.72
939	43	45	198	101	55	696.3	96	27.33	False	483.83
940	39	318	74	295	77	941.49	39	49.48	True	138.31
941	25	158	57	430	27	629.72	94	41.89	False	339.5
942	42	107	146	216	19	891.86	50	17.7	True	391.87
943	30	193	182	486	20	455.78	80	34.73	False	138.32
944	36	332	86	187	51	533.12	97	14.92	False	324.63
945	34	68	127	407	6	380.64	99	8.41	True	157.18
946	30	341	124	374	48	327.66	22	47.36	False	181.22
947	40	264	178	207	54	713.87	59	39.57	False	139.8
948	39	147	142	10	38	975.14	5	28.41	False	26.99
949	5	191	87	29	86	544.54	56	4.34	True	369.17
950	18	133	187	304	67	710.28	25	44.84	False	145.99
951	5	174	75	475	89	529.9	92	32.35	True	206.34
952	26	186	200	32	64	259.36	63	12.53	True	286.54
953	34	212	144	155	43	719.96	99	5.04	False	121.45
954	24	321	199	132	86	269.11	71	40.62	True	344.2
955	17	171	91	11	95	128.92	68	18.49	False	470.72
956	39	358	70	440	27	623.66	13	3.76	False	134.11
957	22	187	40	91	28	128.54	46	36.5	False	451.74
958	11	294	125	325	76	977.01	28	3.17	False	449.69
959	48	280	200	61	96	465.3	66	47.96	True	28.68
960	33	344	108	390	27	666.7	39	14.66	False	27.89
961	45	293	37	346	15	468.38	32	44.82	False	368.35
962	34	86	26	295	39	786.31	99	42.91	False	332.2
963	34	122	147	60	60	698.65	14	3.98	True	68.96
964	42	333	35	4	36	822.71	41	47.83	True	38.38
965	48	85	154	496	7	938.0	17	35.35	True	445.25
966	7	7	101	136	72	556.6	3	26.39	False	289.64
967	42	220	19	177	75	965.61	43	31.11	False	216.65
968	28	51	177	16	47	145.87	94	44.37	True	108.72
969	19	163	109	120	42	470.53	26	24.85	True	42.57
970	42	321	193	84	40	982.96	19	40.23	False	26.96
971	36	236	61	327	37	841.56	22	12.38	True	102.43
972	4	134	88	401	76	561.1	9	12.89	True	214.51
973	5	239	18	259	89	229.09	94	31.58	True	161.69
974	26	349	17	246	95	698.91	8	17.09	False	81.2
975	16	3	179	161	18	132.77	43	48.88	False	306.98
976	34	61	79	261	39	125.64	86	46.89	True	426.63
977	20	274	55	201	66	665.44	77	49.83	True	380.83
978	22	303	114	7	52	987.36	62	48.3	True	491.21
979	30	346	127	144	43	522.73	71	47.81	True	462.43
980	29	17	7	257	17	473.54	90	9.22	True	493.65
981	16	231	189	94	100	110.98	94	10.99	True	277.2
982	4	295	104	315	40	853.59	45	49.79	False	285.15
983	4	96	174	262	24	582.83	14	25.25	False	307.57
984	32	98	164	29	25	573.17	33	40.67	True	175.62
985	40	112	43	397	97	302.36	20	7.29	True	216.1
986	3	45	37	354	87	248.2	52	39.37	True	21.17
987	49	88	110	227	27	365.12	49	31.46	False	303.22
988	35	125	163	434	42	447.97	20	28.55	False	265.26
989	44	256	29	85	93	196.48	2	5.95	True	265.33
990	3	54	52	434	49	112.16	49	35.36	True	450.49
991	23	97	35	91	95	305.12	32	37.5	True	456.01
992	50	246	146	462	19	930.05	49	13.57	False	24.3
